ISBN,,,,SalesPrice,
9781788881869,1.995,,2,3.99,
,3.995,,2,7.99,
9780745965727,2.995,,2,5.99,
9781408114162,2.495,,2,4.99,
9781446303832,2.495,,2,4.99,
9780300180671,3.995,,2,7.99,
9788857207230,2.495,,2,4.99,
9780300209181,7.495,,2,14.99,
9781421408439,37.495,,2,74.99,
9780786720460,2.995,,2,5.99,
9781472120038,2.995,,2,5.99,
9780786717262,2.995,,2,5.99,
9781844062515,2.495,,2,4.99,
9781788881852,1.995,,2,3.99,
9781786640055,3.995,,2,7.99,
9781787550469,3.495,,2,6.99,
9781468300703,3.495,,2,6.99,
,3.995,,2,7.99,
9788857209807,2.495,,2,4.99,
9781786646682,4.995,,2,9.99,
9783791350486,7.495,,2,14.99,
9781400042524,1.995,,2,3.99,
9781483083681,3.74,,2,7.48,
9780764944291,1.995,,2,3.99,
9780300124026,9.995,,2,19.99,
9781847960474,4.995,,2,9.99,
9780911886580,2.995,,2,5.99,
9781510740815,2.495,,2,4.99,
9781614284604,12.495,,2,24.99,
9781907317583,4.995,,2,9.99,
9780810966130,4.995,,2,9.99,
9781784284497,2.495,,2,4.99,
9781481488976,1.495,,2,2.99,
9781844062591,2.495,,2,4.99,
9780300171112,7.495,,2,14.99,
9781933492698,2.995,,2,5.99,
9781634502511,3.995,,2,7.99,
9781783613618,3.995,,2,7.99,
9781787550520,3.495,,2,6.99,
9781783613960,2.495,,2,4.99,
9780500420393,2.995,,2,5.99,
9781786641472,3.995,,2,7.99,
9781406339307,2.495,,2,4.99,
9780764937255,1.995,,2,3.99,
9781406346749,2.995,,2,5.99,
9781616088583,3.495,,2,6.99,
,1.995,,2,3.99,
9780399174445,2.495,,2,4.99,
9781468307382,2.995,,2,5.99,
9781600595158,4.995,,2,9.99,
,0.995,,2,1.99,
9780892369775,4.995,,2,9.99,
9781604682786,3.495,,2,6.99,
,2.995,,2,5.99,
9781844766864,2.995,,2,5.99,
9788881586462,3.495,,2,6.99,
,1.495,,2,2.99,
9781844063338,2.495,,2,4.99,
,1.495,,2,2.99,
9780345539847,4.995,,2,9.99,
,1.495,,2,2.99,
9781786641526,3.495,,2,6.99,
9781786641557,4.995,,2,9.99,
9781585679034,2.995,,2,5.99,
,0.995,,2,1.99,
9780811878807,1.995,,2,3.99,
9780872901834,12.495,,2,24.99,
5055136309287,1.495,,2,2.99,
9781786641427,3.495,,2,6.99,
9781783616831,3.495,,2,6.99,
9781786641212,3.995,,2,7.99,
5055136309249,1.495,,2,2.99,
5055136309331 ,1.495,,2,2.99,
,1.495,,2,2.99,
,1.495,,2,2.99,
,1.495,,2,2.99,
9781786640987,3.995,,2,7.99,
9781844063291,2.495,,2,4.99,
9781786641182,3.495,,2,6.99,
9781786641335,4.995,,2,9.99,
9781781300084,2.995,,2,5.99,
9780763633707,2.495,,2,4.99,
9781588860842,3.495,,2,6.99,
9781786641984,3.995,,2,7.99,
9781904438489,1.995,,2,3.99,
9781780671024,2.495,,2,4.99,
9780892368808,2.495,,2,4.99,
9781608630134,3.995,,2,7.99,
9781620098509,2.995,,2,5.99,
9781501128424,4.995,,2,9.99,
9781787550261,3.995,,2,7.99,
9781787552197,4.995,,2,9.99,
9781787552203,4.995,,2,9.99,
9781787550278,3.995,,2,7.99,
9780295994901,4.995,,2,9.99,
9781585673797,3.495,,2,6.99,
9781629911823,3.495,,2,6.99,
9781617130373,2.995,,2,5.99,
9781787552210,4.995,,2,9.99,
9781786641366,3.995,,2,7.99,
9781787550605,3.495,,2,6.99,
9788881586370,2.495,,2,4.99,
9780988311305,2.995,,2,5.99,
9780300191578,7.495,,2,14.99,
9781574671889,3.495,,2,6.99,
9781844838028,3.995,,2,7.99,
9781786641410,3.495,,2,6.99,
,1.495,,2,2.99,
9781786641571,4.995,,2,9.99,
9780300208894,9.995,,2,19.99,
9781468313123,2.995,,2,5.99,
9781590207536,2.995,,2,5.99,
9781907708947,3.995,,2,7.99,
9781906672225,3.995,,2,7.99,
9781781451007,3.995,,2,7.99,
9780956642066,3.495,,2,6.99,
,0.995,,2,1.99,
9781626360846,3.995,,2,7.99,
9781474865975,2.995,,2,5.99,
9781786647696,4.995,,2,9.99,
9780300119442,14.995,,2,29.99,
9781589237599,2.495,,2,4.99,
,1.995,,2,3.99,
,0.995,,2,1.99,
9788862084642,4.995,,2,9.99,
9780544635081,2.995,,2,5.99,
9781783615902,3.995,,2,7.99,
9783283012120,9.995,,2,19.99,
9781787550537,3.495,,2,6.99,
9781439132968,2.995,,2,5.99,
9781786641236,3.995,,2,7.99,
9780804839198,2.495,,2,4.99,
9781785996252,1.995,,2,3.99,
9781788283052,1.995,,2,3.99,
9781905222537,2.495,,2,4.99,
9781905222964,2.495,,2,4.99,
9781847960832,4.995,,2,9.99,
9781590202296,2.995,,2,5.99,
9780190462536,2.995,,2,5.99,
9781566569187,4.995,,2,9.99,
9781440244230,2.995,,2,5.99,
9780300156485,9.995,,2,19.99,
9781783616107,9.995,,2,19.99,
9780300208306,4.995,,2,9.99,
9781421411378,3.495,,2,6.99,
9781786641489,3.995,,2,7.99,
9780892368785,1.995,,2,3.99,
9781590208656,2.995,,2,5.99,
9781601257819,4.995,,2,9.99,
9781601258816,4.995,,2,9.99,
9781601258489,4.995,,2,9.99,
9781601257987,4.995,,2,9.99,
9780300186628,3.495,,2,6.99,
,1.995,,2,3.99,
9780713490671,3.495,,2,6.99,
9781932476071,3.495,,2,6.99,
9781847494931,2.495,,2,4.99,
9781784880354,2.495,,2,4.99,
,0.995,,2,1.99,
,0.995,,2,1.99,
9781591142249,2.995,,2,5.99,
9780575120211,3.995,,2,7.99,
9780763675776,2.995,,2,5.99,
9781851775965,2.995,,2,5.99,
9781620553213,3.495,,2,6.99,
9781601257512,4.995,,2,9.99,
9781601255648,4.995,,2,9.99,
9781601256942,4.995,,2,9.99,
9781601256829,4.995,,2,9.99,
9781601255655,4.995,,2,9.99,
9781601255631,4.995,,2,9.99,
9781601255662,4.995,,2,9.99,
9781601257475,4.995,,2,9.99,
9781601256935,4.995,,2,9.99,
9781601254788,2.495,,2,4.99,
9781601257086,2.495,,2,4.99,
9781601252784,2.495,,2,4.99,
9781601255495,9.995,,2,19.99,
9788881587322,3.995,,2,7.99,
9781786645586,3.995,,2,7.99,
9780764958939,1.995,,2,3.99,
9781786646187,3.995,,2,7.99,
5055382901631,1.495,,2,2.99,
9781783612086,3.995,,2,7.99,
9781787550568,3.495,,2,6.99,
,1.495,,2,2.99,
9781787550032,3.995,,2,7.99,
,1.995,,2,3.99,
9780957570047,3.995,,2,7.99,
9781786640154,3.995,,2,7.99,
9781786640161,4.995,,2,9.99,
9780743583077,2.495,,2,4.99,
9781555914691,2.495,,2,4.99,
9780755377589,3.995,,2,7.99,
9781840224825,1.495,,2,2.99,
,0.995,,2,1.99,
9781785996368,1.995,,2,3.99,
9788881586844,4.995,,2,9.99,
,3.495,,2,6.99,
,2.995,,2,5.99,
9788881586912,7.495,,2,14.99,
9780547840031,9.995,,2,19.99,
,1.495,,2,2.99,
9781786640666,3.495,,2,6.99,
9780789208965,4.995,,2,9.99,
9781786647801,3.495,,2,6.99,
9781787552364,3.495,,2,6.99,
9781783619214,3.495,,2,6.99,
9781783619573,3.495,,2,6.99,
9781783619580,3.495,,2,6.99,
9781783619962,3.495,,2,6.99,
9781440245824,3.495,,2,6.99,
9783848005536,2.995,,2,5.99,
9781783617180,3.995,,2,7.99,
9781783613557,3.995,,2,7.99,
9781596355965,3.995,,2,7.99,
,1.995,,2,3.99,
9780553512274,2.995,,2,5.99,
9781907621093,7.495,,2,14.99,
9781584236436,7.495,,2,14.99,
9780764967900,2.495,,2,4.99,
9780847842292,4.995,,2,9.99,
9781907708404,2.495,,2,4.99,
,1.495,,2,2.99,
9781620097960,3.495,,2,6.99,
9781580176774,1.995,,2,3.99,
9780861404049,7.495,,2,14.99,
9780861403332,7.495,,2,14.99,
9781788287715,1.995,,2,3.99,
9781788287746,1.995,,2,3.99,
9780300116564,9.995,,2,19.99,
9781421407364,3.495,,2,6.99,
9781909487147,3.995,,2,7.99,
9781788280600,1.995,,2,3.99,
9781780971483,4.995,,2,9.99,
9781786645425,9.995,,2,19.99,
9781611686548,4.995,,2,9.99,
9780300208672,3.995,,2,7.99,
9780300207682,7.495,,2,14.99,
9781784045623,2.495,,2,4.99,
9781440338687,5.495,,2,10.99,
9781590307793,4.995,,2,9.99,
9780544702493,3.995,,2,7.99,
9781781090176,3.495,,2,6.99,
9780300203844,9.995,,2,19.99,
9781845435172,2.995,,2,5.99,
9781589237292,2.995,,2,5.99,
,0.995,,2,1.99,
9781440235665,2.495,,2,4.99,
9781634502634,2.995,,2,5.99,
9781606061084,7.495,,2,14.99,
9781572841581,2.995,,2,5.99,
9781784286736,2.995,,2,5.99,
9781628738162,1.995,,2,3.99,
9781933492803,2.995,,2,5.99,
9781401251468,9.995,,2,19.99,
9781608876013,3.995,,2,7.99,
9781788282307,1.995,,2,3.99,
9781908449252,3.495,,2,6.99,
9780785825531,6.49,,2,12.98,
9781629144948,3.495,,2,6.99,
9780544784697,2.495,,2,4.99,
9781788282574,1.995,,2,3.99,
9781595800770,2.995,,2,5.99,
9783848003969,2.995,,2,5.99,
9780824985585,2.495,,2,4.99,
9780929865133,4.995,,2,9.99,
9781510740730,2.495,,2,4.99,
9780062456557,3.995,,2,7.99,
9781622030538,3.495,,2,6.99,
9781468303483,3.495,,2,6.99,
9781608864317,2.495,,2,4.99,
9780300187656,14.995,,2,29.99,
9781844063284,2.495,,2,4.99,
9781783619085,3.995,,2,7.99,
9780300201536,4.995,,2,9.99,
9781590204740,2.995,,2,5.99,
9780991341962,6.495,,2,12.99,
9780300205916,3.495,,2,6.99,
9780898867718,3.495,,2,6.99,
9780872901278,4.995,,2,9.99,
9781844063406,2.495,,2,4.99,
9781574674415,2.995,,2,5.99,
9781620098356,2.995,,2,5.99,
9780300216837,3.995,,2,7.99,
9781250067906,3.995,,2,7.99,
9780300169584,7.495,,2,14.99,
9781785996214,1.995,,2,3.99,
9781786641137,3.995,,2,7.99,
9781906850692,2.495,,2,4.99,
9781632205889,2.495,,2,4.99,
9780615351711,3.995,,2,7.99,
9783848008407,4.995,,2,9.99,
9788862083553,7.495,,2,14.99,
9781786641205,3.495,,2,6.99,
9780300046854,49.995,,2,99.99,
9781480390966,2.995,,2,5.99,
9781888889680,2.495,,2,4.99,
9780764962141,2.495,,2,4.99,
9781616587321,7.495,,2,14.99,
9781787550452,3.495,,2,6.99,
9781786640147,3.995,,2,7.99,
,1.495,,2,2.99,
9781632501202,2.995,,2,5.99,
9781608863686,3.995,,2,7.99,
9780300113136,9.995,,2,19.99,
9780300192155,7.495,,2,14.99,
9781594772849,2.995,,2,5.99,
9781481451222,3.995,,2,7.99,
9780957570085,2.995,,2,5.99,
9781936611034,9.995,,2,19.99,
9781594850790,2.995,,2,5.99,
9781328767554,4.995,,2,9.99,
9781787550001,3.995,,2,7.99,
9780935937169,3.995,,2,7.99,
9781786645548,3.495,,2,6.99,
9781788280525,1.995,,2,3.99,
9781783616718,3.995,,2,7.99,
9781786640260,3.495,,2,6.99,
9780300108002,4.995,,2,9.99,
9781783616503,4.995,,2,9.99,
9781843406761,3.995,,2,7.99,
9781440349027,2.995,,2,5.99,
5055382901556,1.495,,2,2.99,
9781611685169,3.995,,2,7.99,
9781488934537,1.495,,2,2.99,
9781488934599,1.495,,2,2.99,
,1.495,,2,2.99,
9781558499959,3.495,,2,6.99,
9781781162620,1.995,,2,3.99,
9781783617036,2.995,,2,5.99,
9780375870712,2.995,,2,5.99,
9781488910227,4.995,,2,9.99,
9781468301526,2.995,,2,5.99,
9781853261909,1.995,,2,3.99,
9781934033159,3.995,,2,7.99,
,0.995,,2,1.99,
9781785996351,1.995,,2,3.99,
9781579655112,3.495,,2,6.99,
9781844062584,2.495,,2,4.99,
9781451694567,3.995,,2,7.99,
9781620552025,2.495,,2,4.99,
9781934435359,4.995,,2,9.99,
9781935639602,2.995,,2,5.99,
9780062351722,2.495,,2,4.99,
9781788287708,1.995,,2,3.99,
9780300216844,3.995,,2,7.99,
9780897335317,3.995,,2,7.99,
9788881588459,3.995,,2,7.99,
9781786645449,4.995,,2,9.99,
9781616284855,2.495,,2,4.99,
9780980155785,7.495,,2,14.99,
9781440244209,2.995,,2,5.99,
9780931993992,1.99,,2,3.98,
,2.495,,2,4.99,
9781843404774,2.995,,2,5.99,
9781786646224,3.995,,2,7.99,
,0.995,,2,1.99,
9780764956638,2.495,,2,4.99,
9780947889999,3.995,,2,7.99,
,12.495,,2,24.99,
9780300192018,7.495,,2,14.99,
9780971887015,3.995,,2,7.99,
,0.995,,2,1.99,
9781605981826,2.995,,2,5.99,
9780811708739,2.995,,2,5.99,
9780811706919,2.995,,2,5.99,
9780811707497,2.995,,2,5.99,
9781554078028,2.995,,2,5.99,
9780857758835,2.995,,2,5.99,
9781786646378,4.995,,2,9.99,
9781786646194,3.995,,2,7.99,
9781468312652,2.495,,2,4.99,
,0.995,,2,1.99,
,3.995,,2,7.99,
9780692207864,9.995,,2,19.99,
9781844779567,4.995,,2,9.99,
9781783613045,2.995,,2,5.99,
9780996424004,4.995,,2,9.99,
9781848991965,3.995,,2,7.99,
9780300198751,2.995,,2,5.99,
9781594774485,3.995,,2,7.99,
9780300218749,7.495,,2,14.99,
9780007313266,3.495,,2,6.99,
9780957144231,3.495,,2,6.99,
9781564775863,2.995,,2,5.99,
9781604682359,3.495,,2,6.99,
9780715639030,2.995,,2,5.99,
9781563890314,3.245,,2,6.49,
5055382901549,1.495,,2,2.99,
9781608638260,2.495,,2,4.99,
9781786640697,3.495,,2,6.99,
,1.495,,2,2.99,
9781555916299,2.995,,2,5.99,
9781608631599,3.495,,2,6.99,
9783848004140,2.495,,2,4.99,
9781137278890,3.995,,2,7.99,
9781844038404,3.495,,2,6.99,
9780300207774,4.995,,2,9.99,
9781592701988,2.995,,2,5.99,
9781845434380,3.995,,2,7.99,
9781861082220,2.995,,2,5.99,
9781608630097,2.995,,2,5.99,
9781590207116,3.995,,2,7.99,
9781449427108,3.995,,2,7.99,
9781440244544,2.995,,2,5.99,
,0.995,,2,1.99,
9781401220334,3.245,,2,6.49,
9781786641823,4.995,,2,9.99,
9780007390144,2.245,,2,4.49,
9781786646217,3.995,,2,7.99,
9781682980606,3.495,,2,6.99,
9781408844571,3.995,,2,7.99,
9788862082648,4.995,,2,9.99,
9780892369638,6.495,,2,12.99,
9781620877173,2.995,,2,5.99,
9781786645517,4.995,,2,9.99,
9781442349728,3.995,,2,7.99,
9780762413829,1.995,,2,3.99,
9781471157523,4.995,,2,9.99,
717794792027,3.495,,2,6.99,
9781401251772,9.995,,2,19.99,
9788857207810,2.495,,2,4.99,
9780071548441,3.995,,2,7.99,
9781786641007,3.995,,2,7.99,
9781788881890,2.495,,2,4.99,
9781849940429,4.995,,2,9.99,
,0.995,,2,1.99,
9780884010821,3.995,,2,7.99,
9789461300867,7.495,,2,14.99,
,1.495,,2,2.99,
9781580932141,3.995,,2,7.99,
9781554079476,2.995,,2,5.99,
,0.995,,2,1.99,
9781933045627,4.995,,2,9.99,
9788881584826,2.995,,2,5.99,
,3.995,,2,7.99,
9781786646316,4.995,,2,9.99,
9781786640031,3.995,,2,7.99,
9781786641656,3.495,,2,6.99,
9780857751171,3.995,,2,7.99,
9780857753793,3.995,,2,7.99,
9781783611928,3.995,,2,7.99,
9781786640673,3.495,,2,6.99,
9781786641304,3.495,,2,6.99,
9781786641281,3.495,,2,6.99,
9780867196276,3.495,,2,6.99,
9781908714114,2.995,,2,5.99,
9781786644633,4.995,,2,9.99,
9781784681173,2.495,,2,4.99,
9781930957657,2.995,,2,5.99,
9780764949043,1.495,,2,2.99,
9781632206923,3.495,,2,6.99,
,0.995,,2,1.99,
9781906863012,7.495,,2,14.99,
9781510712324,3.995,,2,7.99,
9781626362130,3.995,,2,7.99,
9782843236556,3.495,,2,6.99,
9781597805469,2.995,,2,5.99,
9781629147871,3.495,,2,6.99,
9781903111130,2.995,,2,5.99,
9780300204124,9.995,,2,19.99,
9781780977911,9.995,,2,19.99,
9781474874946,3.495,,2,6.99,
9781861082350,1.995,,2,3.99,
9781682450796,3.495,,2,6.99,
9781501156526,3.995,,2,7.99,
9781847721105,4.995,,2,9.99,
9781628725896,3.495,,2,6.99,
9781682450420,2.995,,2,5.99,
,1.495,,2,2.99,
9781787550438,3.495,,2,6.99,
9781787550728,4.995,,2,9.99,
9781784287054,1.995,,2,3.99,
9781783616749,3.995,,2,7.99,
9781629144016,3.995,,2,7.99,
9780743561495,3.995,,2,7.99,
9782960061406,24.995,,2,49.99,
9782960061406,29.995,,2,59.99,
9780007543021,2.995,,2,5.99,
9781784287139,2.995,,2,5.99,
9781629144405,3.495,,2,6.99,
9781632205063,6.245,,2,12.49,
9780992948078,3.995,,2,7.99,
,1.495,,2,2.99,
9780300218824,4.995,,2,9.99,
9781786644893,4.995,,2,9.99,
,1.495,,2,2.99,
9781786646361,4.995,,2,9.99,
9781786642004,3.995,,2,7.99,
9788881582785,7.495,,2,14.99,
9780865621091,1.995,,2,3.99,
9781628726992,3.495,,2,6.99,
9781423469827,3.495,,2,6.99,
,2.495,,2,4.99,
9780008110482,1.995,,2,3.99,
9780233004495,7.495,,2,14.99,
9781787550629,3.495,,2,6.99,
9780811714471,3.495,,2,6.99,
9781632501622,2.995,,2,5.99,
9781585672646,2.995,,2,5.99,
9781940456683,2.495,,2,4.99,
9780751551662,3.495,,2,6.99,
9780813126012,2.995,,2,5.99,
9781781591376,2.995,,2,5.99,
9780801857898,32.495,,2,64.99,
9781780194035,2.995,,2,5.99,
9781608876068,3.495,,2,6.99,
9780982379981,2.995,,2,5.99,
9781783611935,3.995,,2,7.99,
9781849493574,3.995,,2,7.99,
9781787550254,3.995,,2,7.99,
4005556207572,3.495,,2,6.99,
9781629144504,2.995,,2,5.99,
9780300195026,4.995,,2,9.99,
9780300214338,7.495,,2,14.99,
9781849763189,2.995,,2,5.99,
9783775736626,9.995,,2,19.99,
9781620338520,2.995,,2,5.99,
9781786641397,3.995,,2,7.99,
9781786641120,3.995,,2,7.99,
,1.495,,2,2.99,
9781606905050,2.995,,2,5.99,
9780956642073,3.495,,2,6.99,
9781786644909,4.995,,2,9.99,
9781781572474,3.495,,2,6.99,
9781851243693,2.495,,2,4.99,
9781844062447,2.495,,2,4.99,
,2.495,,2,4.99,
9780285641273,2.995,,2,5.99,
9781458474490,3.495,,2,6.99,
9780544535350,2.495,,2,4.99,
9781844095414,2.495,,2,4.99,
9780300207781,2.49,,2,4.98,
9780993019968,3.995,,2,7.99,
9781510707177,3.495,,2,6.99,
9780992831653,2.495,,2,4.99,
9781682450321,2.995,,2,5.99,
,0.995,,2,1.99,
9781620407080,2.995,,2,5.99,
,1.495,,2,2.99,
9781786641069,3.495,,2,6.99,
9780989170468,3.995,,2,7.99,
9781616287252,2.495,,2,4.99,
9781906868987,2.495,,2,4.99,
9781451624373,3.995,,2,7.99,
9781782435426,1.995,,2,3.99,
None,1.995,,2,3.99,
9781849494557,2.495,,2,4.99,
9780300216158,2.995,,2,5.99,
9781590201633,4.995,,2,9.99,
5065000414634,1.495,,2,2.99,
9781907804410,4.995,,2,9.99,
9781594772115,3.995,,2,7.99,
9781783613434,3.995,,2,7.99,
9781783616862,3.495,,2,6.99,
9781855144842,7.495,,2,14.99,
9781786641052,3.495,,2,6.99,
9780764963568,2.495,,2,4.99,
9783735600721,9.995,,2,19.99,
9781442365902,4.995,,2,9.99,
9781784284275,1.995,,2,3.99,
9781474871303,3.495,,2,6.99,
9781510707603,2.495,,2,4.99,
9781783611447,2.995,,2,5.99,
,1.495,,2,2.99,
9781591430858,3.495,,2,6.99,
,0.995,,2,1.99,
9780300186154,9.995,,2,19.99,
9781788280570,1.995,,2,3.99,
,0.995,,2,1.99,
9781632203205,3.995,,2,7.99,
,1.995,,2,3.99,
9781440346002,3.495,,2,6.99,
9780300200690,4.995,,2,9.99,
9781853264009,2.495,,2,4.99,
4005556823666,4.995,,2,9.99,
9781596686519,2.995,,2,5.99,
,0.995,,2,1.99,
9780300215243,3.995,,2,7.99,
9781608634064,3.495,,2,6.99,
9781608634538,3.995,,2,7.99,
9780861401253,3.995,,2,7.99,
9781476761824,2.995,,2,5.99,
9781481469692,2.995,,2,5.99,
,0.995,,2,1.99,
9780956642011,3.495,,2,6.99,
9781585679621,3.995,,2,7.99,
9781859062883,2.495,,2,4.99,
9781858945248,2.495,,2,4.99,
9781476772264,2.995,,2,5.99,
4005556815616,4.995,,2,9.99,
9781784042844,2.995,,2,5.99,
9781784049812,3.495,,2,6.99,
9781846557125,3.995,,2,7.99,
9781620098516,2.995,,2,5.99,
9781620091340,3.995,,2,7.99,
9781786640086,3.995,,2,7.99,
9780917046933,7.495,,2,14.99,
9781787550025,3.995,,2,7.99,
9780300206371,4.995,,2,9.99,
9781783612918,3.995,,2,7.99,
9780789208941,19.995,,2,39.99,
9780300153088,12.495,,2,24.99,
9781786641649,3.995,,2,7.99,
9781783611126,3.995,,2,7.99,
9781786645432,9.995,,2,19.99,
9781783616695 ,3.995,,2,7.99,
9781783613519,3.995,,2,7.99,
9781501117701,2.995,,2,5.99,
9781888889536,2.495,,2,4.99,
9781783612079,3.995,,2,7.99,
9781844062485,2.495,,2,4.99,
9780008163709,3.995,,2,7.99,
9781844062461,2.495,,2,4.99,
9780752462042,1.995,,2,3.99,
9781840221510,1.995,,2,3.99,
9781853261701,1.995,,2,3.99,
9780881507409,2.495,,2,4.99,
9781783612185,3.495,,2,6.99,
9781784283247,3.495,,2,6.99,
9781788883252,1.995,,2,3.99,
9781783616091,9.995,,2,19.99,
9780300187113,4.995,,2,9.99,
9781786640284,3.995,,2,7.99,
9781783616046,3.995,,2,7.99,
9780857751133,3.995,,2,7.99,
9781783616954,4.995,,2,9.99,
9781571335548,3.995,,2,7.99,
9781571335524,1.995,,2,3.99,
9789881809476,2.495,,2,4.99,
9781786640550,2.495,,2,4.99,
9780300141269,9.995,,2,19.99,
9781589231672,2.495,,2,4.99,
9781597805483,2.495,,2,4.99,
9780811711258,3.995,,2,7.99,
9781617130083,3.995,,2,7.99,
9780764928703,1.995,,2,3.99,
9781604619225,7.495,,2,14.99,
9781786644824,3.995,,2,7.99,
9781783616626,3.995,,2,7.99,
9780393071023,3.995,,2,7.99,
9780735212152,3.995,,2,7.99,
9780300205282,2.995,,2,5.99,
9780300195675,3.995,,2,7.99,
9781783664504,4.995,,2,9.99,
9780300179446,6.495,,2,12.99,
9780873281690,2.495,,2,4.99,
9780944092415,9.995,,2,19.99,
9781419700149,2.995,,2,5.99,
9780300195569,4.995,,2,9.99,
9780762446452,2.495,,2,4.99,
9781786641625,3.995,,2,7.99,
9781601090287,9.995,,2,19.99,
9780300176414,9.995,,2,19.99,
9780393339369,2.495,,2,4.99,
9781878390134,2.995,,2,5.99,
9781783612123,3.995,,2,7.99,
9780300186994,4.995,,2,9.99,
9781783612062,3.995,,2,7.99,
9781786645463,3.995,,2,7.99,
9781558497443,7.495,,2,14.99,
9781783611959,3.995,,2,7.99,
9781786640109,3.995,,2,7.99,
9781783616596,3.995,,2,7.99,
9781783616923,4.995,,2,9.99,
9781786646309,4.995,,2,9.99,
9781783611836,3.995,,2,7.99,
9780857751164,3.995,,2,7.99,
9780300204537,9.995,,2,19.99,
9780099554349,2.495,,2,4.99,
9781783613588,3.995,,2,7.99,
9781844062683,2.495,,2,4.99,
9780300196023,7.495,,2,14.99,
9781786644657,4.995,,2,9.99,
9781783616701,3.995,,2,7.99,
9780300207903,4.995,,2,9.99,
9781783619993,9.995,,2,19.99,
9780764949357,2.495,,2,4.99,
9781845435035,2.995,,2,5.99,
9781788282437,2.495,,2,4.99,
9780300209211,7.495,,2,14.99,
9780857758477,3.995,,2,7.99,
9781783611485,3.995,,2,7.99,
9781682980590,3.495,,2,6.99,
9780517562345,3.995,,2,7.99,
9781783615919,3.995,,2,7.99,
9781845877989,1.995,,2,3.99,
9781786641632,3.995,,2,7.99,
9781786641618,3.995,,2,7.99,
9780300191011,9.995,,2,19.99,
9781783611478,3.995,,2,7.99,
9781878390127,2.995,,2,5.99,
9780881508659,2.495,,2,4.99,
9780300181050,4.995,,2,9.99,
9780393069006,2.995,,2,5.99,
9781783619931,9.995,,2,19.99,
9781840221213,1.995,,2,3.99,
9781608634552,4.995,,2,9.99,
9780300090420,9.995,,2,19.99,
9780312359256,2.495,,2,4.99,
9781844062652,2.495,,2,4.99,
9780807003107,2.495,,2,4.99,
9781844489077,3.495,,2,6.99,
9781786640116,3.995,,2,7.99,
9780300200751,7.495,,2,14.99,
9781786641601,3.995,,2,7.99,
9780847832064,4.995,,2,9.99,
9780393062014,3.995,,2,7.99,
9780307267665,4.995,,2,9.99,
9781783616909,4.995,,2,9.99,
9781783611850,3.995,,2,7.99,
9781786646286,3.495,,2,6.99,
9781783611867,3.995,,2,7.99,
9781783619894,9.995,,2,19.99,
9781783616688 ,3.995,,2,7.99,
9781783612154,3.995,,2,7.99,
9781840224122,1.995,,2,3.99,
9781600778308,1.995,,2,3.99,
9781783616633,3.995,,2,7.99,
9781783616589,3.995,,2,7.99,
9781840785401,3.495,,2,6.99,
9780300178913,9.995,,2,19.99,
9781853264115,1.995,,2,3.99,
5065000413705 ,1.495,,2,2.99,
9781573447157,1.995,,2,3.99,
